commentId,text,date
953757648,某人8月6日买入圣龙股份，其心思一览无遗：下跌到10均线时，相信10日均线的支撑,08-08 08:12
953755025,121的本套得牢牢的的。哟,08-08 07:49
953749714,8.7日祭，外资吃走300万股泸州老窖。以种瓜得瓜002为首的内贼大肆唱空泸州老,08-08 06:40
953749303,设立港中旅，增资川酒投，外资加仓300万股，泸州老窖有钱任意前行。看来收购河套酒,08-08 06:32
953742324,泸州老窖08月07日获深股通增持311.11万股,08-08 03:14
953741568,该股实际上挺垃圾的！比茅五山差远了，甚至比不上洋河，该涨不涨，大盘一跌，它跟捡了,08-08 02:53
953734648,94买入，123卖出，这只是暂时的离别，持续看好老窖[微笑],08-08 00:18
953715028,明天继续绿吗？,08-07 21:47
953713955,老窖哪一天空仓不用担心，再大的利好也是老牛一样的速度，随时上车，随时暴跌,08-07 21:41
953706382,分红太墨迹,08-07 21:03
953703470,你用最好技术的样子格外美丽。,08-07 20:46
953701024,周五茅五泸割肉惊恐中，外资再一次收获割肉筹码，你割得惨，外资买的欢，这就是反人性,08-07 20:33
953698384,泸州老窖与香港中旅国际投资有限公司出资设立《港中旅泸州老窖文化旅游发展有限公司》,08-07 20:15
10299285,上半年，中国VC/PE全图景：募资超4000亿，IPO退出大爆发,08-07 20:10
953696143,千万支的火把照着你的脸，让我看清你的容颜。,08-07 20:01
953694280,难怪今天泸州老窖拼命砸盘，原来想把散户砸出去，想拿更多筹码，周末出利好成立港泸文,08-07 19:48
953692368,今天买入稍微亏损，还是看好泸州老窖。[加油],08-07 19:35
953690003,港泸文旅公司系统整合泸州老窖酒文化旅游基础设施并进行专业化运营,08-07 19:18
914552966,酒文化营销挖掘发展方向,08-07 19:14
953686110,我来说说泸州老窖一天喊口号说当什么第三分红到现在都没分停货涨价到现在股票跌跌不休,08-07 18:50
953682973,机构进进出出都是过客,08-07 18:29
953682622,我割了希望下一周里面的兄弟大赚,08-07 18:28
953680064,主力大出逃，股票点击率高的恐怖可怕,08-07 18:12
953678138,为啥，我发的贴子，审核不过,08-07 18:01
953673566,今天的韭菜被割的根都被拔出了，一个字：残！,08-07 17:37
953673507,说真的，这票要跌到100上下才能进,08-07 17:37
953661422,泸州老窖:第九届董事会二十一次会议决议公告,08-07 16:42
953660868,不知道什么时候才能解套[囧],08-07 16:39
953658256,分个红都墨迹,08-07 16:27
953657207,驴州老叫花子,08-07 16:22
953655224,驴州老叫化,08-07 16:13
953654532,泸州老窖管理层：看看东方生物！再看看你公司！,08-07 16:08
953653919,还有200股，成本-17元，祝留下来的发财,08-07 16:07
953653089,干杯朋友,08-07 16:04
953653089,干杯朋友,08-07 15:57
953647055,泸州为什么跌这么狠，今天晚上会出什么大利空吗？,08-07 15:39
953644680,118的本，不知道好久能解套,08-07 15:32
953644680,118的本，不知道好久能解套,08-07 15:22
953641581,下跌趋势，可以出来观望,08-07 15:22
953640061,泸州老窖就一白酒界的垃圾，还是卖出买进50ETF靠谱稳妥一点。,08-07 15:18
953639261,总是第一，从后面数,08-07 15:15
953638468,最近一年酒类上市公司国窖走的是最肉的,08-07 15:13
953638814,酿酒板块，回落多天，从昨天盘中就开始有反弹迹象，今天开盘，茅台，泸州老窖率先拉涨,08-07 15:13
953636463,急跌不可怕，可怕的是各位乱了阵脚，今天应该在110加仓，做得好的在109加仓，可,08-07 15:08
953636346,涨停都回不了本,08-07 15:08
953634753,你真是一个臭不要脸啊又是第一名,08-07 15:05
953634610,从一个技改项目投70亿还要追加十几亿才能完成，从分红方案股东大会通过一个多月,08-07 15:05
953634555,这个主力拖拉机卖挂大量的卖单，根本就不想把这个股价搞起来，都趁着下午指数拉起来，,08-07 15:04
953629572,成也萧何败也萧何。无语，洋河、茅台红了！五粮液、古井、山西汾酒才跌0.几！真是无,08-07 14:57
953628532,换股吧道友们，泸州的庄过于阴损毒辣，目光短浅，只想着割小散的韭菜挣穷人的小钱，而,08-07 14:55
953625630,这是真的砸盘，太坑了，泸州老窖连续18个交易日大跌，大跌25%了，厉害喽，该出公,08-07 14:51
953624530,泸州老窖白酒类中的垃圾，跌的时侯比其它酒跌的多而快，涨时比人家慢而少，不要知忘它,08-07 14:50
449369503,泸州老窖国窖1573：领跑冰饮潮,08-07 14:49
953623282,今天入坑,08-07 14:47
953621072,出生看看山西汾酒,08-07 14:45
953619790,你是想st了，跟st比跌幅,08-07 14:43
953619739,弱，天天跟没睡醒样,08-07 14:43
953619665,赶紧跑路吧黑天鹅来了,08-07 14:43
953618821,抄底汾酒的兄弟，星期一稳稳吃肉，这垃圾星期一直奔100,08-07 14:42
953617608,白酒里最弱的,08-07 14:40
953615623,断头铡刀，今日不跑更待何时？,08-07 14:38
953614454,实在太烂…和古井、今世缘没法比……,08-07 14:37
953614007,弱爆了！缺心眼的大股东缺心眼的庄家，害人害己啊,08-07 14:37
953613770,欠我们两个涨停,08-07 14:36
953611713,今年五块多之老窖，华西仅七月就2亿5干多利润,08-07 14:33
953610565,拿了一个月，越走越低，就是为了给人做T,08-07 14:33
953608607,有钱的才玩这股,08-07 14:29
953606985,老泸未分红含权，华西证券股权增值，巨额分红，本身业绩3块6元，太历害了,08-07 14:27
953605604,被套了,08-07 14:25
953600826,买你还不如买个饮料保龄宝，丢人现眼,08-07 14:20
953596683,各位，上午叫转移去汾酒，有没朋友跟上吃肉的？这垃圾还趴地上，无人问津,08-07 14:16
953595511,泸州老窖涨的最少，跌的最凶，主力你是想学洋河吗,08-07 14:15
953594596,别人恐惧我贪婪，下周一开盘10分钟卖掉,08-07 14:14
953592983,走势也太难看了[怒][怒][怒],08-07 14:12
953590556,做一个让消费者放心的上市公司，体现在股市上就要让人感受到实力，稳健，自信！！！,08-07 14:09
953590096,废物,08-07 14:09
953590029,哈哈 茅台拉红了 茅台让五粮液 泸州老窖冲了个凉  可恶的茅台,08-07 14:08
953585927,最好的技术,08-07 14:03
953584441,最坚定的男人,08-07 14:01
953580280,走一个7月20号的也行啊，别崩了，我特么刚买你就这样，,08-07 13:55
953578869,若能拉红，你就封神,08-07 13:54
953574180,无底裤下探,08-07 13:48
953571829,现在才睡醒拉指数了,08-07 13:44
953567246,好快跌，跌到位啊,08-07 13:39
953564577,欲哭无泪啊，真是，你稍微涨涨都给你了,08-07 13:35
953561022,买了就连跌两天，这是什么运气？,08-07 13:30
953555995,突出的你，永远都是最棒的，涨不过五粮液，跌的比汾酒还刺激,08-07 13:26
953555961,卖卖卖，不留恋了！也不看了。100左右再买,08-07 13:25
953554618,抄底的时刻到了！全仓买入拉升！,08-07 13:25
953554623,曹你玛又是第一名,08-07 13:24
953550046,把人逼走，少分红，太明显了,08-07 13:19
953549123,下跌势己出，今天只能跑出来了，预计一百元才能T,08-07 13:17
953548775,这股中报肯定很差，一个劲跌。,08-07 13:17
953547033,感觉白酒板块凉了,08-07 13:14
953544730,嘈踏马啊,08-07 13:12
953542228,好幸运啊，昨天118.8出了,08-07 13:09
953537831,卧槽，昨天买的，套住了,08-07 13:04
953532534,没别的，继续加仓干[加油],08-07 12:47
953531670,115.99的本，不知道什么能解套[囧],08-07 12:44
953531112,垃圾，天天大跌，你敢跌停吗？,08-07 12:41
953531243,飞流直下，能跑得赶紧跑，我清仓了,08-07 12:41
953530925,图形不太好啊,08-07 12:40
953530272,酒股已经抵达政策顶，不能逆势反向操作,08-07 12:38
953528564,90是合理价！,08-07 12:30
953526518,老窖110是今年的铁顶也不是白酒绝对龙头，30倍PE就到顶，现在的价格拿着到年底,08-07 12:22
953521982,我亏了1万多了,08-07 12:06
953521461,差不多得了,08-07 12:04
953518697,下跌是必然,08-07 11:57
953517313,泸州老窖这个垃圾在大盘反弹时整整憋了15天，死活不涨，大盘调整时它一朝分娩了，,08-07 11:53
953516549,没想到在泸州老窖栽了跟头。白酒最垃圾的股,08-07 11:49
953513357,拿了你一个多月，赚你几千块真难，一下子原封不动的给你拿回去，还扣了点利息！你真强,08-07 11:43
953512321,这公司！今天真是背时，买到这个孙子！,08-07 11:39
953509480,今天跌破110，120指日可待,08-07 11:35
953509538,要跌快点，应该T加0。放开涨跌停！,08-07 11:34
953507307,龙头啊……带领消费走向一个新世界!,08-07 11:32
953506860,要破产了，快点跑，老子对你没话说了,08-07 11:31
953505732,已经没有研究股票的热情了,08-07 11:30
953504159,白酒大跌时，基金报团瓦解,08-07 11:28
953503080,听我一句劝，现在卖了，90块接回来，照样赚钱。,08-07 11:27
953502481,泸州老绿,08-07 11:26
953502048,这么跌，一定有问题,08-07 11:25
953500311,白酒板块暴跌第一，看来泸州老窖管理层该换人了，,08-07 11:23
953500801,127.7站在山顶真凉快不知道何时才能下山,08-07 11:23
953499507,爷爷我115.20元抛光光泸州老窖 下周会跌到80元的 快逃跑！,08-07 11:22
953498418,天天倒数第一，很有意思哈,08-07 11:21
953497977,撤退撤退，我这200股亏损就当做慈善了,08-07 11:20
953497600,泸州老窖估计还是太老了，东西都硬不起来了，软啪啪的，这怎么干啊？要挺一下，好像要,08-07 11:20
953497416,不要存在幻想，反弹即卖出,08-07 11:20
953497224,吃了2差不多两个跌停了，129至110，就是不跑，你咋地，死磕，磕到60加仓,08-07 11:19
953495855,awsl,08-07 11:18
953496425,跌停吧，最差的了,08-07 11:18
953495433,完了这股票如果112只撑不住就回调月线了,08-07 11:17
953495199,来大家晒晒亏损，让庄心里有个数,08-07 11:17
953494624,操,08-07 11:16
953494259,买早了，被套了，15个点了，准备长期拿着了，至少拿一年，你跌吧，我会继续加仓的，,08-07 11:16
953493956,谁TMD在抛？这么好的核心资产便宜外资？,08-07 11:15
953493674,终于又第一了！厉害！泸州老窖塑化剂！,08-07 11:15
953493581,两天跌6个点，你是真牛逼,08-07 11:15
953493085,看来这只票行情已经开始走下坡路了白酒前三你就玩玩嘴炮，难实现,08-07 11:15
953493080,凶残,08-07 11:15
953492235,庄家够恶的。,08-07 11:14
953493028,小白求问高手，还能持吗？赔了10个点了[哭],08-07 11:13
953492640,白酒中最棒的存在[赞]永远跌幅第一名,08-07 11:13
953489231,去你玛德价值投资吧,08-07 11:10
953488891,抛了老窖，全抛了,08-07 11:09
953488393,都在反弹，你纹丝不动，下跌倒是积极的很,08-07 11:09
953485702,恭喜泸州老跌继续勇夺白酒跌幅一哥！~,08-07 11:06
953485625,真正的垃圾,08-07 11:05
953483629,这股什么时候发红利呢？,08-07 11:03
953483456,茅台跌破1000元 五粮液跌到150元 泸州老窖跌到80元 快逃！,08-07 11:03
953482997,跌到105左右[得意]就考虑上车,08-07 11:02
953482229,快逃跑 茅五泸 最少5个跌停板 不跑会死人的！,08-07 11:00
953481823,不但把全年利润耗光还向外举债搞在建，从没看到有如此作法的领导,08-07 10:59
953476562,快逃跑 茅五泸 会跌停的 白酒股完蛋了,08-07 10:54
953477015,跌幅马上超过汾酒，哈哈。垃圾,08-07 10:54
953475094,100元时一定要买，一年内必见200,08-07 10:52
953475768,反弹快跑，主力没量拉升，再出货，再跌。90块接,08-07 10:52
953472936,快逃跑 茅五泸 下午会跌停的,08-07 10:49
953469523,五粮液 泸州老窖 逃跑后 无股一身轻 哈哈哈,08-07 10:46
953467137,106以下,08-07 10:44
953467677,走了，还不如我的基金,08-07 10:43
953466808,出了出了出了,08-07 10:42
953465541,我就一直放着吧，一年以后再看看，120的本,08-07 10:42
953464675,请吃泻立停，谢谢,08-07 10:41
953465478,昨天114.40进的哎....买的时候在腰上，卖得的时候在脚底难啊……命里有时终,08-07 10:41
953463925,思来想去这垃圾真的太弱了。164抄底汾酒，兄弟们跟我一起上,08-07 10:40
953463596,111.17补仓了,08-07 10:40
953463000,破位了！,08-07 10:39
953462423,心态崩,08-07 10:39
953461737,这个位置止不住的话，可能就要发生踩踏。,08-07 10:38
953461478,日线，周线破位。考虑9月还有解禁股。3个月内没希望了。,08-07 10:37
953460719,可能中报不及预期,08-07 10:37
953460439,前天118.8元走了的，还是亏了本，把资金挪到其他股补回来了。,08-07 10:36
953461194,破位了,08-07 10:36
953460142,自文章出来后，这都快一个月了，白酒没一个好的，叹息,08-07 10:36
953460180,严重套死，趴下装死，牛市就这样完犊子了,08-07 10:36
953458340,哟，跌这么惨，要不要吃一点呢,08-07 10:34
953457963,117.2减持了三分之二仓位,08-07 10:34
953456772,狂拉一波套一波,08-07 10:33
953457699,垃圾就是扶不上墙,08-07 10:33
953455832,放量下跌，多少人听得懂！,08-07 10:32
953455750,消费主题5大投资逻辑在这里！,08-07 10:32
953456185,完美入套[好困惑][好困惑][好困惑],08-07 10:32
953452962,股价说明一切,08-07 10:30
953453730,太恐怖了,08-07 10:29
953451763,打算当股东了，长期持有。,08-07 10:29
953452908,清仓泸州老窖 逃命,08-07 10:29
953450618,汾酒都四个点了，朱莉你别反弹赶快追啊，把自己也套进去回来我还可以割你的韭菜啊,08-07 10:28
953450527,泸州老绿,08-07 10:28
953449864,赶紧跌倒95，我好加仓,08-07 10:27
953450374,3450是A的顶部，百年不变,08-07 10:27
953449155,这是在干嘛？吸筹？,08-07 10:27
953449002,趋势为王，进入下跌周期了，慢慢等待下一个上涨周期，之前为啥不出来，舍不得啊，万一,08-07 10:27
953448107,看K线图，是进来了别想岀，每个小时都是之前一个小时的最低点,08-07 10:26
953446971,酒如瀑，问君能饮几斗？,08-07 10:25
953446075,这股这样了？卧槽,08-07 10:24
953446913,下来吧，100买俩手玩玩[鼓掌][鼓掌][鼓掌],08-07 10:23
953445569,向下向下再向下,08-07 10:23
953445202,一泻千里,08-07 10:23
953444907,加油啊，马上就追上汾酒了，今天争取跌破110啊,08-07 10:23
953445878,白酒类垫底了今天,08-07 10:23
953444604,了？,08-07 10:22
953445279,"cnm,这也算白马股，删自选",08-07 10:22
953443704,只佩服你,08-07 10:22
953442199,牛，我挂什么价，都是会跑到这个价格的低5毛,08-07 10:20
953440540,似乎猜对老窖中报不妙，啵沙嘎啦嘎,08-07 10:19
953438434,来一个跌停可好，天天跌一点点看着都不舒服,08-07 10:17
953438303,赶紧跑呀！,08-07 10:17
953438531,破了20日线了，这蠢馿四瓜了,08-07 10:17
953438875,多少钱抄底合适？,08-07 10:16
953436638,一手好牌，被你打的稀烂,08-07 10:15
953435550,是不是快要死了,08-07 10:14
953434896,凉了，被套了,08-07 10:13
953434836,调整到位，可以开始表演了,08-07 10:13
953434683,那么垃圾的吗,08-07 10:13
953433817,茅台都红了[哭],08-07 10:12
953434716,涨得不多跌得最多,08-07 10:12
953434254,场外基金持续获利离场，完犊子了,08-07 10:12
953432945,120到113，巨亏7快！7万没了,08-07 10:11
953433467,这支股怎么了,08-07 10:11
953432414,每天阴跌至一百元,08-07 10:11
953432816,上月追高，已经亏损10个点了,08-07 10:10
953438531,破了20日线了，这蠢馿四瓜了,08-07 10:17
953438875,多少钱抄底合适？,08-07 10:16
953436638,一手好牌，被你打的稀烂,08-07 10:15
953435550,是不是快要死了,08-07 10:14
953434896,凉了，被套了,08-07 10:13
953434836,调整到位，可以开始表演了,08-07 10:13
953434683,那么垃圾的吗,08-07 10:13
953433817,茅台都红了[哭],08-07 10:12
953434716,涨得不多跌得最多,08-07 10:12
953434254,场外基金持续获利离场，完犊子了,08-07 10:12
953432945,120到113，巨亏7快！7万没了,08-07 10:11
953433467,这支股怎么了,08-07 10:11
953432414,每天阴跌至一百元,08-07 10:11
953432816,上月追高，已经亏损10个点了,08-07 10:10
953428445,白酒行情不好,08-07 10:07
953426167,主力出货，小散没戏,08-07 10:05
953426917,[看空][看空][看空]向下向下再向下[看空][看空][看空],08-07 10:04
953424796,sb涨不跟汾酒！跌起来要不犹豫跟！中报该多差？,08-07 10:03
953425062,酒涨价，销量肯定下降，1573不是供不应求,08-07 10:03
953424818,115.99的本[囧]，这下跑不了了。,08-07 10:02
953423651,大家打电话去总部，看看这公司还有人接电话吗,08-07 10:02
953423663,老卢啊，你也是绝了,08-07 10:02
953423543,，一到120就卖,08-07 10:02
953424282,128的本不知道要被套到什么时候了！哎！,08-07 10:02
953423088,废物东西，破110是必然了，唉,08-07 10:02
953422667,垃圾桶,08-07 10:01
953423409,五粮液在看着你,08-07 10:01
953422407,这股要下跌，该卖的早卖,08-07 10:01
953422815,太tm霉了，霉鬼！,08-07 10:01
953422159,跌吧，白酒需要好好整理一下！,08-07 10:00
953420773,咋整卖么,08-07 09:59
953413326,就是跌，气吐血！,08-07 09:52
953412233,真的废物,08-07 09:52
953410496,此股中报巨亏,08-07 09:51
953405176,114.115横盘多久。。这股废了,08-07 09:46
953406224,每天半死不活,08-07 09:46
953406224,每天半死不活,08-07 09:39
953397153,我怎么卖了古井买了你这个鳖孙[怒]啥也不是,08-07 09:38
953394981,2020-8-6泸州老窖 沪深股通机构持股及增减数量,08-07 09:37
953390803,建议改名床上老窖[大笑],08-07 09:31
953385078,跌停，,08-07 09:22
953382361,作死,08-07 09:18
953376436,泸州老窖(000568)融资融券信息(08-06),08-07 08:58
953372944,泸州老窖：融资净买入4795.36万元，融资余额13.64亿元（08-06）,08-07 08:40
953372423,在建75亿，吃得肥头大脸的,08-07 08:39
953372107,在建75亿黑笼，回扣多少大家猜猜？,08-07 08:37
953371550,酒是很赚钱的，但是这么多年过去了怎么家底都还这么薄,08-07 08:34
953368629,古龙的小说《陆小凤传奇》，有一位高手叫西门吹雪；他一年只出门四次，每次只杀一个人,08-07 08:12
953368629,古龙的小说《陆小凤传奇》，有一位高手叫西门吹雪；他一年只出门四次，每次只杀一个人,08-07 07:51
953365365,洋河股份是便宜版的茅台！盘中行动6小时前拒绝任何的模棱两可和马后炮观点，你的持续,08-07 07:51
953361838,今天进场，让我红到年尾[想一下][想一下],08-07 07:29
953351578,泸州老窖5日线已破，看10日线支撑,08-07 04:58
953329798,希望能赌对[鼓掌],08-06 22:56
953316245,洗盘洗的太干净了，两个半涨停，大家一起解套,08-06 21:46
953316020,国窖1573提价1399正式生效了,08-06 21:45
953315846,明天，高开高走，大涨七个点,08-06 21:44
953312825,国窖1573跑哪去了，看看交易记录[得意],08-06 21:29
953306035,又跌回7.16号那天的最底线了买你被套一个月了,08-06 20:57
953299182,大家赶紧认儿子呀！,08-06 20:23
953290640,昨天队长说发展芯片和软件没有头脑的人还在加医药，今天就干脆来个大跌让钱出不来疫情好了，要发展生产,08-06 19:38
953290101,明大大盘大红，证券利润大小涨还加之不高位银行也在低位要补涨，只有外围没有突发，明天和下周都可以拿在手里,08-06 19:34
953289610,这两天不停的砸盘，每次都是拉上去一点，马上就会有大单低价砸，这不是很明显高位出货,08-06 19:31
953289455,明天大加仓干，文件有加大=力度发展餐餐饮业你自己想,08-06 19:30
953287399,还要跌的，接下来慢慢买了，白酒一直没有上车，这次给机会吗？,08-06 19:19
953286661,明天一破，是不是要看到60日线了，麻烦了。,08-06 19:15
953278711,泸州老窖，爸爸对你很失望[傲],08-06 18:28
953278711,泸州老窖，爸爸对你很失望[傲],08-06 18:16
953275174,高兴，喝酒，难过，喝酒，办事，喝酒，有人的地方就有江湖，江湖中不能少了酒！,08-06 18:10
953274028,昨天说了今天116，好好看他了，垃圾就是垃圾,08-06 18:04
953272318,你要让大家等多久到200？古井比你强？汾酒比你强？,08-06 17:56
953272318,你要让大家等多久到200？古井比你强？汾酒比你强？,08-06 17:42
953266734,老窖的分红是真的久啊,08-06 17:30
953258144,什么时候分红啊？磨磨唧唧的,08-06 16:54
953254231,今天泸州老窖放量下跌，后市如何，请听我一言,08-06 16:37
953254231,今天泸州老窖放量下跌，后市如何，请听我一言,08-06 16:23
953250716,早上买了就一直跌，心塞塞[囧],08-06 16:22
953243379,跌倒110加仓，然后每跌10元加一次，好股长持，不要怕人！长线目标价200元！,08-06 15:54
553132302,二次闯关IPO前夕更变董事长“一走了之” 顽疾缠身的奕瑞科技未来前景堪忧,08-06 15:53
953242661,半山腰接的，有点惨,08-06 15:50
953241694,个人操作规律：在20线上持有破20线清仓,08-06 15:47
953239971,买泸州老窖这种股，基本上就是跟自己的钱过不去的那种人！,08-06 15:41
953239690,散户暂时别买，还没跌透，耐心等待下一个进场机会！,08-06 15:40
953238825,建议买点泻立停吃吃,08-06 15:37
953237082,4个多亿才砸3个多点，也就这样了。没什么可跌的了。,08-06 15:32
953234000,泸州老窖的关注人数，另外高端白酒是缺货状态。,08-06 15:24
953231992,今天应该是最后一跌,08-06 15:19
953231099,股吧里面已经出现种瓜得瓜002这种蠢材，泸州老鼠下跌基本上是板上钉钉！,08-06 15:16
953230504,十几个交易日差不多横向走势，每天阴跌。是准备破位下行吗。现在这个区间的筹码以后要,08-06 15:15
953230155,我也是希望在老泸做价值投资，，但是这次真的20日线下弯了，不敢持有了,08-06 15:14
953224230,快了快了[兴奋],08-06 15:02
953221436,这两天不停的砸盘，每次都是拉上去一点，马上就会有大单低价砸，不知何意，难道是庄家,08-06 14:59
953219023,最近装鸡毛,08-06 14:56
953214815,走势难堪,08-06 14:52
953214242,再不跑 连裤衩都会输掉,08-06 14:51
953211506,我去，什么时候泸州老窖变得这么猥琐不堪。医生这还能救吗？,08-06 14:48
953210117,刚买就跌？啥玩意儿？,08-06 14:46
953208086,品牌价值从哪里体現，老叫们知道吗？,08-06 14:44
953207229,老窖第一都是你的，你真棒。,08-06 14:44
953206235,泸州老窖上涨是众望所归，跌的真惨,08-06 14:42
953205619,最后20分钟欢迎各大机构抢筹泸州老窖，你们不想泸州上166吗？有钱的走起，来个1,08-06 14:42
953206176,泸州老窖今年股价上涨多少了,08-06 14:42
953204283,今天下跌的过分,08-06 14:40
953204052,叫花子永远就是叫花子,08-06 14:40
953203339,真是,08-06 14:39
953202300,六秒先生，贵公司可否委托一些心智健全的朱莉来操盘呢？,08-06 14:38
953202674,这股是真不行了 这次,08-06 14:37
953201380,大盘飘红了，老窖能红吗？今天要是能红，我收回我说的话，买一瓶1573做见证,08-06 14:37
953201110,哪里来的那么多利空，只是约谈茅台的经销商，让他们不要炖货，不要抬价格，影响茅台了,08-06 14:37
953201278,汾酒尾盘跌幅肯定比这垃圾少。大家拭目以待,08-06 14:36
953201245,今天跌下去就回不去了,08-06 14:36
953199727,如果来做短线又在这里骂骂咧咧的，那就没什么意思了。,08-06 14:35
953198475,主力你开开眼，大盘已经红了，你在等什么,08-06 14:34
953198076,抄底汾酒。抄底汾酒，抄底汾酒,08-06 14:33
953195567,呵呵了，大盘都涨回去了，这还在跌,08-06 14:30
953194517,老道你留个缺口干嘛？,08-06 14:29
953194318,指数红了，过来看看这个垃圾,08-06 14:28
953192808,老酒砸盘了,08-06 14:27
953184638,稳了稳了，很棒！,08-06 14:15
953181507,大起大落，真真假假，自己掌握好[加油],08-06 14:11
953177397,胆大骑龙骑凤，泸州老窖114.50左右可加大仓位买入，贵州茅台约谈经销商，利于行,08-06 14:05
953177189,对泸州老窖很有信心，适合做T，看好明天,08-06 14:05
953173853,重心逐渐下移,08-06 14:00
953173592,卖卖卖！跑跑跑！散散散！,08-06 14:00
953172990,开启阴跌路，慢慢跌路！,08-06 13:59
953170862,还可以不能要求太高，不是跌幅第一就行,08-06 13:56
953170198,你是真的，涨的时候扭扭捏捏，跌的时候一泻千里,08-06 13:55
953170198,你是真的，涨的时候扭扭捏捏，跌的时候一泻千里,08-06 13:53
953168231,今天是要大跌的开始啊，资金跑了这么多,08-06 13:52
953163805,开始割韭菜，晚上做韭菜盒子[大笑][大笑],08-06 13:47
953163074,酒又怎么了，茅台也没怎么跌,08-06 13:45
953161433,今天白酒可收不上去了！哈哈,08-06 13:43
953159433,泸州老窖发出K线卖出信号！跑吧,08-06 13:41
953159777,刚看到好多股都涨停了，为啥泸州老窖是跌这么惨，你都没涨，,08-06 13:40
953156294,泸州老绿,08-06 13:36
953154048,泸州老窖净流出3亿了！,08-06 13:33
953147765,赶紧跳水,08-06 13:24
953145298,老泸你跌得太狠了吧,08-06 13:20
953144873,这庄也够脆的，老和115、114杠上，咋不想着与166、188杠一杠呢,08-06 13:19
953142465,几年没碰过白酒，天天涨，我买了一手，立马止血。是我连累大家了。,08-06 13:16
953135775,快逃,08-06 13:05
953135567,种瓜得瓜002 这个瓜批新很坏 驻扎泸州老窖害小散！,08-06 13:05
953132098,这个股真垃圾,08-06 12:53
953119984,在下来点吧,08-06 12:00
953119984,在下来点吧,08-06 12:00
953116136,还在想173元的目标价吗？垃圾证券天风推荐的垃圾股泸州老鼠将坚定跌到你怀疑人生,08-06 11:47
953112993,馿咒佬搅太垃圾了，还要跌到50元,08-06 11:38
953112325,今天杀猪 上下翻飞 乐不起来  哈哈哈 关键还有钱加仓 你有吗？,08-06 11:37
953111000,泸州老窖彻底废了，,08-06 11:34
953109325,茅台是白酒的Die，全看他脸色,08-06 11:31
953107305,傻小子 关键是你还有钱买吗？ 偶114.98元 有钱继续加仓 你有吗？,08-06 11:28
953102060,下午要跌停了，快跑啊,08-06 11:21
953101283,泄就一日千里，涨就岿然不动,08-06 11:19
953101150,深度洗盘还是要爆？,08-06 11:19
953100344,马德比，只有两种酒，茅台和古井、其他酒,08-06 11:18
953099888,大盘上来，你还是趴在地下,08-06 11:18
953098869,这是有事情啊，切莫情况,08-06 11:17
953098315,都傻眼了吧，哈哈，我要进场喽,08-06 11:15
953096291,汾酒价格高也要换汾酒，也比这个没业绩的强,08-06 11:13
953092285,学学古井、茅台,08-06 11:08
953090455,砸盘的主力啊,08-06 11:05
953072031,白洒是最好的防御板块，泸州老窖是高端知名白洒第三名，真的不应当有任何恐慌。,08-06 10:46
953070892,这段时间会跌到100以下,08-06 10:45
953069351,好股,08-06 10:43
953068130,老李老张还是抓紧跑吧！,08-06 10:42
953066123,了不起,08-06 10:40
953064853,尽显垃圾本色,08-06 10:39
953064344,哟喂，不活了[大哭][大哭][大哭],08-06 10:38
953064019,大跌必有原因，有先知先觉的,08-06 10:38
953063741,简直在玩蛇皮，操他大爷的,08-06 10:38
953063253,死翘翘了,08-06 10:37
953061826,和这只股的操盘手大概三观不和，算了，远离你了！怕了你了,08-06 10:35
953056623,大胆馿五毛，快快的跳水,08-06 10:30
953055132,你真行,08-06 10:29
953055022,天天发做t还是演小品那家伙人呢，死啦？,08-06 10:28
953048189,这完犊子的家伙，怂蛋包子一个！拜拜,08-06 10:22
953047465,你们赶紧割肉就会涨了,08-06 10:21
953043797,事实证明尾盘拉升准没好事,08-06 10:17
953043029,自从上月大跌后就一蹶不振,08-06 10:17
953042980,你要牛逼就别反弹,08-06 10:16
953042118,把你和五粮液，古井贡酒放一起，不忍直视,08-06 10:16
953039428,跌得有点猛,08-06 10:13
953038100,方向向下，睡觉吧,08-06 10:12
953035117,老窖今天是凉了，泄了。,08-06 10:09
953035252,半个小时的净流出比昨天一天的还多！,08-06 10:08
953034500,茅台只要咳嗽一声，兄弟们都得趴着,08-06 10:08
953035155,加仓,08-06 10:08
953032367,116都快稳不住了,08-06 10:06
953032188,垃圾。又第一名！艸,08-06 10:06
953032567,哦哟，还让不让人活,08-06 10:06
953031001,一两块钱能玩一年,08-06 10:05
953029366,过瘾，大家嗨起来,08-06 10:03
953028140,暴雷了,08-06 10:02
953026106,最终主力还是选择向下了,08-06 10:00
953025018,昨晚梦到今天涨，118加仓了！！！梦果然是反的啊！！！,08-06 09:59
953025018,昨晚梦到今天涨，118加仓了！！！梦果然是反的啊！！！,08-06 09:59
953023213,这股怎么了_，没见涨，跌倒是很快,08-06 09:57
953021703,这个走势是爆雷了吗,08-06 09:57
953021770,中报不及预期？,08-06 09:56
953019202,cnmd就在116－119之间晃,08-06 09:54
953016991,，什么个玩意儿,08-06 09:52
953015194,明天到30日线，破了就再下一程，慢慢调整。,08-06 09:50
953014682,我说的真要调整，这次的20日线是下弯的,08-06 09:50
953013468,卖了卖了真的是垃圾我就知道尾盘一拉第二天就是猛跌,08-06 09:48
953012645,昨天买的主力，今天全都跑了[微笑],08-06 09:48
953011394,好变态的窖！[怒][怒][怒],08-06 09:47
